dow_et,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Monday,14.17102112427841,13.717841498188893,14.217103593812205,,14.76599786465717,14.03223481939623,14.603660106219866,12.017637269032646,13.867627087246865,13.45522836627098,13.315453412126027,13.615682452363227,11.650625816635088,13.869334952484355,13.501110723690983,14.440430538178287,14.37963153665692,13.225298984933284,13.800631687649027,13.003947832576738,13.81452055863214,13.406389709130513,14.075680879035499,14.299854619924025
Tuesday,14.168372742565088,14.632739816528037,13.532482658618122,14.34974109922857,14.5313721073958,13.128535664333757,16.087849212774923,13.191140672609484,14.219159887118334,11.163640163387555,11.31887535652847,14.04827032175346,11.335786412686268,13.347072484994733,12.623337191723607,14.207579244136308,14.342249967187914,13.109587197745299,13.58328191011338,13.718846849810614,13.825341079660413,12.496245435088305,14.1762035971969,13.592550344469814
Wednesday,12.376165569778184,15.470659613529545,14.397854254897435,12.567921244767096,14.382300174712132,12.769119460810389,14.60224410757608,12.44680681523906,14.600316619830238,11.792418757782276,,14.009005116604857,11.766543903646216,13.47448677877067,12.04558025510557,14.332740730532723,14.093220699498461,13.73961381719244,14.174258551649777,13.564942797413812,14.482404108179361,12.744478813612044,13.03147978578624,14.509203930253896
Thursday,12.863021576290247,14.374934052742436,15.473586545442206,12.021566704705618,15.19034611730401,13.530716271851361,15.7946871974167,12.650561272596008,15.12046755153121,13.647934627871997,11.35501940920405,13.905215055247766,10.617882394259105,13.393116968243298,13.5455850522188,14.353898039949353,14.339721408820811,13.02684903961595,13.305254622286027,13.240917671120293,14.343514777579927,13.826089251918093,13.355776855458405,15.21784979800235
Friday,14.54029475481603,14.973282859222284,14.577198762102828,12.966307525952631,14.300052748695549,13.373069803555858,16.087919554847584,12.1264245601709,14.79752700089223,13.06246712437838,11.212459896168772,13.97314945790141,11.179269259608496,13.66932033479972,13.380687230655752,14.402105596482043,14.310374463965692,13.25329449262677,13.639486983260266,13.0356566812675,14.67019995466168,13.64911463994016,13.805329910590292,15.072606696133608
Saturday,13.50984567179318,15.14582221717055,12.82012759793041,12.488429113755211,14.558194766578517,14.500070473274903,16.03929496754019,12.941622490705958,14.440011238790248,12.511711408502991,12.767518187016528,14.167648104294729,13.252913769621276,13.767043791496167,13.279825140967342,14.697253736445115,14.527689911725009,13.62828047892793,14.976993728031442,13.469487961066479,15.384147981993419,13.853878745327961,13.499947885557052,14.932749182943148
Sunday,13.108861244298438,13.799535919706656,13.657899813422796,12.808767693615518,15.00590959645443,13.235433100612113,15.950151325550882,13.42401196246956,14.861189056750602,12.107991129117547,12.372681230660767,14.08269259605754,11.028222325349809,13.76227259488249,13.7987071684545,14.362181680324934,14.457386190647547,14.068192717141367,14.547645445294082,13.702103257239136,13.968870925577088,12.717640683378093,13.285389703727981,13.256967451969846
